metryczka.plec,metryczka.wiek,metryczka.miejsce,metryczka.wyksztalcenie,metryczka.nauka,metryczka.praca,metryczka.osoby,metryczka.dzieci,metryczka.zakupy,metryczka.przygotowanie,metryczka.sytuacja,metryczka.wiedza,metryczka.dieta,fcq.dieta_kalorie,fcq.cena_wartosc,fcq.eko_opakowana,fcq.eko_produkowana,fcq.dieta_tluszcz,fcq.pol_pochodzenie,fcq.eko_bezgmo,fcq.dieta_wit-i-min,fcq.dieta_bezdodatkow,fcq.dieta_odzywcza,fcq.dieta_bialko,fcq.dieta_naturalna,fcq.hed_zdziecinstwa,fcq.hed_odprezajaca,fcq.hed_wygodna,frl.nowe_zawartosc,frl.dieta_odzywcza,frl.cena_info,frl.nowe_etykiety,frl.dieta_naturalna,frl.dieta_bezdodatkow,frl.dieta_wartosc,fns.nowe_ufnosc,fns.nowe_przyjecia,cet.pol_bezrobocie,cet.pol_niedostepne,cet.pol_nieprodukowane,mgr.nowe_marki,mgr.hed_przepis,mgr.hed_przyjemnosc,mgr.hed_niesmaczna,mgr.pol_swieza,mgr.pol_tania,mgr.pol_smaczna,mgr.nowe_sklad,mgr.hed_wrazenie,mgr.hed_zakupy,mgr.hed_szybko,ziemniak.cena,ziemniak.miejsce,ziemniak.swiezosc,ziemniak.rodzaj,ziemniak.kraj,ziemniak.barwa,ziemniak.wyglad,ziemniak.spozycie,ziemniak.okres,ziemniak.sklep,ziemniak.opakowanie,ziemniak.obrobka,ziemniak.potrawy,ziemniak.zdrowotnosc,ziemniak.smak,ziemniak.jakosc,ziemniak.produkty,pomidor.cena,pomidor.miejsce,pomidor.swiezosc,pomidor.rodzaj,pomidor.kraj,pomidor.barwa,pomidor.slodkosc,pomidor.miekkosc,pomidor.spozycie,pomidor.okres,pomidor.sklep,pomidor.obrobka,pomidor.potrawy,pomidor.zdrowotnosc,pomidor.smak,pomidor.jakosc,pomidor.produkty,jablko.cena,jablko.miejsce,jablko.swiezosc,jablko.rodzaj,jablko.kraj,jablko.barwa,jablko.miekkosc,jablko.slodkosc,jablko.spozycie,jablko.okres,jablko.sklep,jablko.obrobka,jablko.potrawy,jablko.zdrowotnosc,jablko.smak,jablko.jakosc,jablko.produkty,pomarancza.cena,pomarancza.miejsce,pomarancza.swiezosc,pomarancza.rodzaj,pomarancza.kraj,pomarancza.barwa,pomarancza.miekkosc,pomarancza.slodkosc,pomarancza.spozycie,pomarancza.okres,pomarancza.sklep,pomarancza.obrobka,pomarancza.potrawy,pomarancza.zdrowotnosc,pomarancza.smak,pomarancza.jakosc,pomarancza.produkty,makaron.cena,makaron.miejsce,makaron.swiezosc,makaron.rodzaj,makaron.kraj,makaron.barwa,makaron.marka,makaron.spozycie,makaron.okres,makaron.sklep,makaron.obrobka,makaron.potrawy,makaron.zdrowotnosc,makaron.smak,makaron.jakosc,platki.cena,platki.miejsce,platki.swiezosc,platki.rodzaj,platki.kraj,platki.blonnik,platki.marka,platki.sklep,platki.spozycie,platki.obrobka,platki.potrawy,platki.zdrowotnosc,platki.smak,platki.jakosc,pieczywo.cena,pieczywo.miejsce,pieczywo.swiezosc,pieczywo.rodzaj,pieczywo.kraj,pieczywo.barwa,pieczywo.ziarna,pieczywo.blonnik,pieczywo.sklep,pieczywo.spozycie,pieczywo.opakowanie,pieczywo.obrobka,pieczywo.potrawy,pieczywo.zdrowotnosc,pieczywo.smak,pieczywo.jakosc
0,49,1,1,0,1,5,2,1,1,1,1,0,0.5,1,0.5,0.5,0.5,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,1,1,1,0.5,0.5,1,0.5,1,1,1,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.75,1,1,0.75,0.5,0.117647058823529,0,0.25,0.333333333333333,0,1,1,1,1,0.75,0.75,0.75,1,1,0.75,1,0.25,0.75,0.0222222222222222,0,0.75,0.5,1,1,1,1,0.833333333333333,0.75,0.75,0.75,1,1,1,1,0.5,0.0133333333333333,0,0.25,0.5,0.5,1,1,1,0.5,0.75,0.5,0.75,0.75,0.5,0.75,0.75,0,0.333333333333333,0,0.75,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.75,0.134453781512605,0,0.75,0,1,0.5,1,1,0.5,0.5,0.5,0.75,0.5,0.5,0.75,1,0.0416666666666667,0,0,0,0.5,1,0.5,0.75,1,1,1,0.5,0.5,0.5,0.25,0.048,0,0,0.5,0.5,1,1
0,33,1,1,0,1,15,0,1,0.5,1,1,0,0,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.5,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,0.5,0.5,1,1,0.5,1,1,0.5,0.5,1,0.25,0.5,1,0.5,1,1,1,0.222222222222222,0,0.25,0.333333333333333,0,0.5,0,1,1,0,0.75,1,1,1,1,1,0,1,0.2,1,0,0,1,1,1,1,0.166666666666667,1,1,1,0.75,1,1,0.75,0.5,0.133333333333333,0,0.25,0.5,1,1,1,1,0.25,1,1,1,0.75,1,1,1,0,0.0111111111111111,1,0.25,1,0,1,1,1,0.5,0.5,1,1,0.5,1,0.5,1,0.0448179271708683,0,0.25,1,1,0,1,1,0.75,0.5,1,1,1,1,1,1,0.00925925925925926,0.5,1,1,1,1,0.75,1,1,1,1,1,1,1,0.25,0.285714285714286,0,1,0,0.5,1,1
0,47,1,0.5,0,1,3,1,0.5,0.5,1,0.5,0,0.5,0.5,0.5,1,0.5,1,0.5,1,1,0.5,0,1,0.5,0.5,0.5,1,0,0,0.5,1,0.5,0,0.5,1,1,0,0,1,0.5,1,1,0.5,0.5,0.5,0.5,0,0.5,1,0,0.5,0.75,0.25,1,0.5,0.5,0.111111111111111,0,0.25,0.166666666666667,0,1,0.5,1,1,0.25,0.25,0.75,0.75,0.5,0.75,0.75,0.25,0.5,0.0261437908496732,0,0.25,0,1,1,1,1,0.333333333333333,0,0.75,0.75,0.75,0.75,0.75,0.75,0.25,0.0333333333333333,0,0.25,0.5,0,1,1,1,0,0.25,0.25,0.75,0.75,0,0.5,0.75,0.25,0.0333333333333333,0,0.5,0,0,1,1,1,0.5,0,0,0,0.5,0.5,0.5,0.25,0.156862745098039,0,0.5,0.5,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0.5,0.5,0.5,0.5,0,0.75,1,0.75,0.75,1,0.75,0.5,0.25,0.321428571428571,0,0,0.5,1,1,1
1,24,1,0.5,1,0,5,0,1,1,1,1,0,0.5,1,1,0.5,0.5,1,1,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1,0,1,1,1,0.5,0,1,0.5,0.5,0.5,1,0.25,0.5,0.5,0.5,0.0444444444444444,0,1,0.666666666666667,0,1,1,1,1,0.5,0.75,0.75,1,0.75,0.5,1,0.5,0.5,0.125,0,0.25,0,1,1,1,1,0.833333333333333,0.75,0.5,1,0.75,0.5,0.75,0.75,0.5,0.133333333333333,0,0.25,0,1,1,1,1,0.5,0.5,0.5,1,0.75,0.5,0.75,0.5,0.25,0.133333333333333,0,1,0.5,0,1,1,1,0.5,0.75,0.25,0.75,0.75,0.5,0.5,0.25,0.123249299719888,0,1,0,1,1,1,1,0.5,0.25,0.75,0.75,0.25,0.75,0.5,1,0.0962962962962963,0,0,1,1,1,0.5,0.75,1,1,1,0.75,1,1,0.5,0.176190476190476,0,1,0.5,1,1,1
0,24,1,0.5,1,0,4,2,1,0.5,1,1,0,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1,0,0,0,0.5,0.5,1,0,1,0.5,0.5,0.5,0.5,1,1,0.5,0.75,0.75,0.5,0.75,0.5,1,0.3,0,0.25,0,0.5,1,1,1,1,0.25,0.5,0.5,0.5,0.5,0.75,1,0.5,0.75,0.0196078431372549,1,0.25,0,1,1,1,1,0.666666666666667,0.5,0.5,0.75,0.75,0.75,0.75,1,0.5,0.0333333333333333,0,0.25,0,1,1,1,1,0.5,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.5,0.0111111111111111,1,0.25,0.5,1,1,1,1,0.5,0.75,0.5,0.5,1,0.75,0.75,0.5,0.0492997198879552,0,0.75,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0.75,0.5,1,1,1,1,1,0.75,0.5,0.1,0,0,0.5,1,1,1
0,24,1,0.75,1,0.5,4,0,0,0.5,1,0,0,0,1,0.5,0.5,0,0.5,0.5,0.5,0.5,1,0.5,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0.5,0,1,0.5,0,0.5,0.5,1,1,0.5,0.5,0.5,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,0.111111111111111,0,NA,NA,1,0.5,0.5,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1,NA,0.5,1,1,1,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.0533333333333333,1,NA,0,0,1,1,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.0833333333333333,1,NA,0,0,1,1,1,0.5,NA,NA,NA,NA,NA,NA,NA,0.340616246498599,0,NA,0,1,0.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,NA,0,0,0.5,0,1
0,24,0.218254943012042,0.75,0,0.5,5,2,1,1,1,1,0,0.5,1,1,1,0.5,0.5,0.5,1,1,0.5,0.5,1,0.5,1,0.5,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,0.5,0.5,1,1,1,0.5,1,1,1,1,0.5,0.75,0.5,0.75,0.75,0.75,0.75,1,0.222222222222222,0,0.5,0.666666666666667,0.5,1,1,0.5,1,0.5,0.75,0.5,1,0.5,0.75,1,0.25,1,0.105882352941176,1,0.5,0,1,1,1,1,0.5,0.75,0.5,1,0.5,0.5,1,1,0.5,0.0133333333333333,0,0.25,0.5,1,1,1,1,0.75,0.75,0.75,0.75,0.75,0.75,1,0.75,0.5,0.0833333333333333,1,0.75,0,1,1,1,1,1,0.75,0.5,0.75,1,0.25,0.5,0.5,0.0322128851540616,0,0.75,0,1,0.5,1,1,0.75,0,0.5,1,0,0.25,0.75,0.75,0.208333333333333,0,1,0.5,1,1,0.75,1,1,1,1,1,1,0.25,0.25,0.122285714285714,0,0,1,0.5,1,1
0,23,0,0.75,1,0.5,7,3,1,1,1,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0,0,0.5,0.5,1,0.5,0.25,0,1,0.25,0.25,0,0,0.0705882352941176,0,1,0.833333333333333,0,1,0.5,1,1,0.5,0.75,0,1,0.5,0.25,0.25,0.25,0.25,0.333333333333333,0,1,0,1,1,1,1,0.5,0.5,0,1,0.75,0.25,0.25,0.5,0,0.4,0,1,0,1,1,1,1,0.5,0.75,0,1,0.5,0.25,0.25,0.75,0.25,0.133333333333333,0,0.75,0,0.5,1,1,1,1,0.75,0,0.75,0.25,0,0.5,0.5,0.0504201680672269,0,1,0,1,0.5,1,1,0.5,0,1,1,0,0,0.5,0.75,0.583333333333333,0,0.5,1,1,1,0.75,0,1,1,0,1,0,0,0.75,0.342857142857143,0,0,0.5,0.5,1,1
0,24,1,0.5,1,0,5,2,1,1,NA,0.5,0,0.5,1,1,0.5,1,0.5,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,1,0,0.5,0.5,0,0.5,0.5,0.5,0.5,1,1,0,1,1,1,0.5,1,0.5,0.5,1,0.5,0,0.25,1,0.75,0.5,0.5,1,0.0470588235294118,0,1,0.666666666666667,0,1,0.5,1,1,0.75,0.25,0.5,1,0.75,0.75,1,0.25,0.5,0.138888888888889,1,1,0,1,1,1,1,0.833333333333333,0,0.5,1,0.75,1,0.75,0.5,0,1,1,0.25,0.5,0.5,1,1,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,1,0,0,0,0,0,0.5,0,0,0,0,0.053781512605042,0,1,0,1,0.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0.5,0.5,0.5,1,1,1,1,1,1,1,0.25,0.135714285714286,0,0,0.5,0.5,1,1
0,23,1,0.75,1,0,2,0,0.5,0.5,1,1,1,0,0.5,1,0.5,0.5,0.5,1,1,0.5,1,0.5,1,0.5,1,1,1,1,0.5,1,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0,0.5,0.5,0.5,1,0,0.5,0.5,0.5,1,1,1,0.75,0.75,0.75,0.317647058823529,0,0.25,0,0,1,1,1,1,0.25,0.75,1,1,0.75,1,1,0.5,0.5,0.0470588235294118,0,0.25,0,1,1,1,1,0.333333333333333,0.5,1,1,1,0.75,1,1,0.5,0.133333333333333,0,0.25,0,0,1,1,1,0.25,1,0.5,1,0.5,0.5,1,1,0.25,0.0833333333333333,1,1,0,0,1,1,1,0.5,1,0.25,0.5,0.5,0,0.5,0.75,0.00373482726423903,0,1,0,1,0.5,1,1,0.25,0,0,1,1,0.5,1,1,0.0451388888888889,0,0,1,1,1,0.75,0.75,1,1,1,1,1,0.5,0.5,0.385714285714286,0,0,0.5,1,1,1
0,20,0,0.5,1,0,4,2,1,0.5,1,0,0,0.5,0,0,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,1,1,0.5,0,0,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0,0,1,0.5,0.25,0.25,0.75,0.5,0.25,1,1,0.0294117647058824,0,0.75,1,0,1,0.5,1,1,0.75,0.5,0,1,0.5,0.25,1,0.5,1,0.00694444444444444,1,0.75,0,1,0.5,1,1,0.5,0.5,0.5,1,0.75,0.5,1,1,0,0.0133333333333333,0,0.75,0,1,1,1,1,0.5,0.5,0.5,1,1,0.5,1,1,0,0.0833333333333333,0,0.75,0,0.5,1,1,1,0.5,0.5,0,0.25,0.5,0,0.5,0,0.0515406162464986,0,0.75,0.5,1,0,1,1,0.5,0.5,0.5,1,0,0,0.5,0.75,0.0740740740740741,0,0,0.5,1,1,0.5,0.5,1,0.75,0,0.75,0,0,0.75,0.0182857142857143,0,0.5,0.5,0.5,1,1
0,19,1,0.5,1,0,4,2,0.5,0.5,1,0.5,0,0,0.5,0.5,0.5,0.5,1,1,1,0.5,1,0.5,1,0,0,0,0.5,0,1,0.5,0.5,0.5,1,0.5,1,0.5,1,1,0.5,0,0,0.5,0.5,0.5,1,0.5,0,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.333333333333333,0,0.25,0,0,1,0.5,1,1,0.5,0.75,0.5,0.75,0.75,0.5,0.75,0.5,0.75,0.00163398692810457,1,0.25,0,1,1,1,1,0.166666666666667,0.75,0.5,1,0.5,0.75,0.75,0.75,0.5,0.133333333333333,0,0.75,0,0.5,1,1,1,0.75,0.75,0.75,1,0.75,0.5,0.75,0.75,0,0.0333333333333333,1,0.75,0,0,1,1,1,0.5,0.75,0.25,0.25,0.25,0,0.25,0,0.030812324929972,0,0.75,0,1,0.5,1,1,0.75,0,0.5,0.75,0.5,0.5,0.25,0.75,0.00555555555555556,0,0,0,1,1,0.5,0.5,1,0.75,0,0.75,0.75,0.25,0.75,0.5,0,0,0,0.5,1,1
1,21,1,0.5,1,0.5,6,4,1,1,0.5,1,0,0.5,0,0,0.5,0.5,1,0,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0,0,0.5,1,0,1,1,0.5,0.75,1,1,1,1,1,0.0222222222222222,1,0.75,1,1,1,1,1,1,0.5,0.75,0.75,1,1,1,1,0.5,1,0.00261437908496732,0,0.75,0,1,1,1,1,0.5,0.75,0.75,1,1,1,1,1,0.25,0.0333333333333333,1,0.75,0,0,1,1,1,0.5,0.75,1,1,1,1,1,1,0,0.333333333333333,1,0.75,0,0.5,1,1,1,0.5,0.75,0.75,1,1,1,1,1,0.0515406162464986,0,1,0,1,1,1,1,0.75,0.75,1,1,0.75,1,1,1,0.00925925925925926,0,1,1,1,1,0.75,1,1,1,1,1,1,1,0.75,0.257142857142857,0,0,1,1,1,1
1,22,0,0.5,1,0.5,4,2,0,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,1,1,0,0.5,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.75,0.75,1,0.5,0.25,0.75,1,0.0222222222222222,0,0.75,0.333333333333333,0,1,0,0,1,0.25,0.5,1,1,0.75,0.5,1,0.5,0.5,0.0555555555555556,0,0.25,0,1,1,1,1,0.333333333333333,0.75,0.75,1,0.75,0.5,1,0.25,0.5,0.133333333333333,0,0.25,0,1,1,1,1,0.5,0.75,0.5,1,0.5,0.5,0.75,0.5,0.25,0.133333333333333,1,0.75,0,1,1,1,1,0.5,0.5,0.5,1,0.25,0.5,0.5,0.25,0.0330532212885154,0,0.75,0,1,0,1,1,0.5,0.25,1,1,0,1,0.75,1,0.0694444444444444,0,0.5,1,1,1,0.75,1,1,0.75,0.5,0.75,0.75,0.75,0.25,0.121428571428571,0,0,0.5,0,1,1
0,25,1,0.75,0,0,3,0,0.5,0.5,1,1,0,0,1,0.5,0.5,0.5,0.5,1,1,1,1,0.5,1,0.5,0,0.5,1,1,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.75,0.75,1,0.25,0.75,0,0.75,0.0555555555555556,0,0.25,0,0,0.5,0.5,1,1,0.5,1,0,1,0.5,0.5,1,0.5,1,0.0130718954248366,1,0.25,0,1,1,1,1,0.5,0.75,0.5,1,0.75,0.5,0.75,1,0.25,0.0333333333333333,0,0.25,0,1,1,1,1,0.25,1,0.5,1,0.5,0.25,0.5,0.75,0.25,0.0111111111111111,0,0.25,0,0.5,1,0.5,0.5,0.5,0.75,0.75,0.5,0.25,0.75,0.25,0.5,0.134453781512605,0,1,0,1,0.5,1,1,0.75,0,0,0.5,0.5,0,0,1,0.00555555555555556,0,0,1,1,1,1,0.25,1,0.75,1,1,0.5,0,0.25,0.16,NA,0,1,1,1,1
0,27,1,1,1,0.5,3,1,1,1,1,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,1,1,1,1,0,0.5,1,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.75,0.25,0.75,0,0.75,0.0444444444444444,0,1,0.333333333333333,0,1,0.5,1,1,0.25,1,0.25,1,0.75,1,0.75,0.5,0.75,0.0065359477124183,1,1,0.5,1,1,1,1,0.333333333333333,0.5,0,0.75,0.5,1,0,0.75,0.5,0.0533333333333333,0,1,0,1,1,1,1,0.5,0.75,0,1,0.75,0,0.75,0.75,0,0.133333333333333,0,1,0.5,0,1,1,1,0.5,0.5,0.5,0.75,0.75,0.75,0.75,1,0.0509803921568627,0,1,1,1,0.5,1,0.5,0,0,1,1,0,0,0.5,1,0.00555555555555556,1,0,0,0.5,0.5,0.75,0,1,0.75,0.5,0.75,0.75,0,0.25,0.2,0,1,0.5,0.5,1,1
0,43,0,0.75,0,1,4,2,0.5,0.5,1,0.5,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.75,0.5,0.75,0.5,0.75,0.0666666666666667,0,0.25,0.833333333333333,0,1,1,1,1,0.5,0.75,0.75,0.75,0.5,0.75,0.75,0.25,0.75,0.111111111111111,0,0.25,0,1,1,1,1,0.833333333333333,0.75,0.5,0.75,0.5,0.75,0.75,0.75,0.25,0.0533333333333333,0,0.25,0,0.5,1,1,1,0.5,0.75,0.5,0.5,0.5,1,0.5,0.75,0.25,0.0833333333333333,0,0.5,0,0,0.5,1,1,0.5,0.75,0.5,0.5,0.75,0.75,0.75,0.75,0.0336134453781513,0,0.5,1,1,0.5,1,1,0.75,0.5,0.5,0.5,0.5,0.5,0.5,1,0.222222222222222,1,0.5,1,1,1,0.75,0.75,1,1,1,0.75,0.75,0.5,0.5,0.168857142857143,0,0.5,0.5,0.5,1,1
0,23,0,0.5,1,0.5,6,4,0.5,1,1,0.5,0,0,1,0,1,0.5,0.5,1,1,1,1,0.5,1,0.5,0.5,0,1,0,0,0.5,1,1,0.5,1,1,1,0.5,0,0,0.5,0.5,0.5,0.5,0,0.5,1,0.5,0.5,1,0.5,0.75,0.75,0.75,0.75,0.25,0.75,0.277777777777778,0,0.75,0.666666666666667,0,0,0.5,0.5,1,0,0.25,0.75,1,1,1,1,0.25,0.75,0.0130718954248366,1,0.5,0,0.5,1,1,1,0.333333333333333,0,1,1,1,1,0.75,1,0.25,0.4,0,0.5,0.5,0.5,1,0.5,1,0.5,0,0.25,1,0.75,0.25,0.25,0.5,0.25,0.0833333333333333,0,0.75,1,0,1,1,0.5,0.5,0.5,0,0.25,1,0.75,0.75,0.75,0.134453781512605,0,0.75,0,1,0.5,1,1,0.5,0,0,1,0.5,0.25,0.5,0.75,0.00787037037037037,0,0,0,0.5,0.5,0.5,1,1,1,1,0.75,1,0.25,0.25,0.247619047619048,0,0,0,0.5,1,1
0,26,0.00771282828772078,0.75,1,0,5,0,1,0.5,NA,1,0,0.5,1,1,0.5,0.5,0.5,1,1,1,1,0.5,1,1,1,1,1,1,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.7,0,0,0.666666666666667,0,1,1,1,1,0.5,0.75,0.75,1,0.5,0.5,0.75,0.25,0.75,0.0555555555555556,0,0.25,0,1,1,1,1,0.666666666666667,0.75,0.75,0.75,0.75,1,0.75,0.5,0.25,0.0533333333333333,0,0.25,0,1,1,1,1,0.25,0.75,0.5,1,0.75,0.75,0.75,0.75,0.25,0.133333333333333,0,1,0,0.5,1,1,1,0.5,0.75,0.5,0.75,1,0.75,0.75,1,0.134453781512605,0,1,0,1,1,1,1,0.75,0.5,0.75,1,0.75,0.5,1,1,0.240740740740741,0,0.5,1,1,1,0.75,0.5,1,1,1,1,1,0.75,0.25,0.371428571428571,0,0,1,1,1,1
0,33,1,1,0,1,3,1,0.5,0.5,0.5,0.5,0,0.5,1,1,1,0.5,1,1,0.5,1,0.5,0.5,1,1,1,0.5,1,0.5,1,1,1,1,0.5,0.5,1,1,1,1,1,0.5,1,1,1,1,1,1,0.5,0.5,1,0.5,1,1,0.5,1,0.5,0.75,0.0705882352941176,0,0.25,0.666666666666667,0.5,1,1,1,1,0.75,0.75,0.75,1,0.75,1,0.75,0.5,0.75,0.0196078431372549,0,0.25,0.5,1,1,1,1,0.666666666666667,0.75,0.75,1,0.75,1,0.5,0.75,0,0.0533333333333333,0,0.25,0.5,1,1,1,1,0.75,0.75,0.75,0.75,0.75,1,0.75,0.75,0,0.0833333333333333,0,0.75,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,1,0.75,0.75,0.053781512605042,0,0.75,0.5,1,1,1,1,0.5,0.5,0.5,0.5,1,0.75,0.75,0.75,0.0222222222222222,0.5,0.5,0.5,0.5,0.5,0.75,0.75,1,1,1,1,0.5,0.5,0.25,0.247619047619048,0,0.5,1,0.5,1,1
0,43,0.0458827186620768,1,0,1,3,1,0.5,0.5,0.5,0.5,0,1,1,1,1,0.5,0.5,1,1,1,1,0,1,0.5,0.5,0,1,1,0.5,1,1,1,1,0,1,0,1,1,0.5,1,1,1,0,0.5,0.5,1,0,0,1,0.5,0.75,1,1,1,0.75,1,0.155555555555556,0,0.25,0.166666666666667,0,1,0.5,1,1,0,0.75,1,1,1,1,1,0,0.75,0.138888888888889,1,0.25,0,1,1,1,1,0.666666666666667,0.75,1,1,0.75,1,1,1,0.25,0.133333333333333,0,0.25,0,0.5,1,1,1,0.5,0.75,0.5,1,0.25,0.25,0.5,0.5,0,0.133333333333333,0,0.75,1,0,0.5,1,1,0,0.5,0.25,0.5,0.25,0.25,0.5,0.25,0.0515406162464986,0,1,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0.5,0.5,0.75,0.75,1,1,1,1,0.75,1,0,0.072,NA,0,1,0.5,0,0
0,63,1,1,0,1,2,0,0.5,0.5,1,1,0,0.5,1,1,1,0.5,0.5,1,1,1,1,0.5,1,0.5,0.5,0.5,1,1,0.5,1,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,1,0,0.5,1,0,0.75,1,1,1,0.5,1,0.166666666666667,0,0.25,0,0,1,1,1,1,0.25,0,0.75,1,1,1,1,0.25,1,0.0555555555555556,0,0.25,0,0,1,1,1,0.5,0.5,0.5,1,0.5,1,0.5,0.75,0.5,0.133333333333333,0,0.25,0,1,1,1,1,0,0.5,0.5,1,0.75,0.5,1,1,0.25,0.0833333333333333,0,1,0,0.5,1,1,0.5,0,0.25,0,1,0.5,0.5,0.5,0.5,0.0526610644257703,0,1,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.5,0.5,0.25,0.75,1,1,1,1,0.5,0.75,0.25,0.157142857142857,0,0,1,1,1,1
0,38,1,1,0,1,2,0,0.5,0.5,0.5,0.5,0,0.5,1,0.5,0,0,1,1,0.5,1,1,0.5,1,1,0.5,0,1,0.5,0.5,1,1,1,0,0.5,0.5,0,0.5,0.5,1,0.5,1,0.5,0,0,0,0,1,1,0,0.75,0.25,1,0.75,0.5,0,1,0.166666666666667,0,0.25,0.833333333333333,0,1,1,1,1,0,1,0.25,1,0.25,0.5,0.5,0.25,0.25,0.065359477124183,0,0.25,0,1,1,1,1,0.333333333333333,1,0.25,1,1,0.5,0.75,0.75,0.25,0.133333333333333,0,0.25,0,1,1,1,1,0,1,0,1,0.5,0.5,0.5,0.75,0,0.0333333333333333,0,0.75,0,1,1,1,1,1,1,0,1,0.5,0.25,0,1,0.236974789915966,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.5,0,1,1,1,1,1,1,1,1,1,0,0.25,0.2,0,0,1,1,1,1
